customer_name,customer_email,customer_gender,customer_age_group,customer_loyalty_program,product_category,product_sub_category,product_name,product_rating,product_review_text,product_return_status,product_issue_type,order_id,order_status,purchase_mode,payment_mode,discount_applied,store_location,delivery_status,order_fulfillment_time,response_time,follow_up_required,feedback_date,feedback_category,feedback_sub_category,sentiment,customer_sentiment_score,feedback_text_length,customer_support_rating,resolution_status,staff_name,staff_email
Kara Gallegos,xbautista@example.net,Male,35-44,Yes,Household Items,Skincare,grow virtual action-items,2,"Drive light push apply story wife myself. For thought day opportunity truth. Century action apply until oil age.
Positive themselves effort reflect arm modern adult. Face cover develop.",No,Not as Described,cf8a153c-f76d-4637-9fe1-a00e9bc2df7c,Not Confirmed,Online,Card,No,Chicago,Shipped,7,12,Yes,2024-10-15,Price,Poor,Positive,0.9177993341495723,58,2,Resolved,Kathleen Friedman,amandabrady@example.org
Kyle Castro,jesus77@example.com,Male,35-44,Yes,Household Items,Cleaning Supplies,exploit front-end models,4,Size kitchen memory pay can. Use picture poor with. Water song it ability.,No,Not as Described,3ecbd6a7-0aa8-4d7d-9f11-a6ba2324b518,Confirmed,Offline,Card,No,Los Angeles,Pending,1,18,Yes,2024-10-28,Quality,Excellent,Positive,0.9428298035299207,187,4,Resolved,Jason Howell,thompsondawn@example.org
George Shah,ujones@example.com,Male,35-44,Yes,Personal Care,Toasters,scale distributed relationships,4,Join hold with financial decide spring part under. Think car create bring partner because change.,No,Missing Parts,7bc54986-0ba1-49ef-b329-4eecd89c1085,Not Confirmed,Offline,Card,No,Chicago,Pending,7,23,No,2024-04-29,Customer Support,Good,Negative,0.054444419830387725,170,1,Not Resolved,Regina Rodriguez,thomas01@example.org
Christina Morgan,kyle93@example.com,Other,25-34,No,Personal Care,Hair Care,evolve B2B architectures,5,"Television son form seem. Raise window him meeting. Reflect church turn fill personal spend happen.
Modern amount indeed woman woman brother pass. Resource service hospital.",No,Not as Described,cefe24d7-3132-4f2d-8582-3234c6e185e0,Not Confirmed,Online,Cash,Yes,Los Angeles,Pending,1,19,No,2024-10-02,Price,Good,Positive,0.7074059535125781,115,4,Not Resolved,Sarah Gill,amandabrady@example.org
Elizabeth Gibson,austin13@example.net,Female,55+,Yes,Personal Care,Oral Care,synthesize vertical e-services,3,Area country sell yard simply through. My those movement who interview two. Race left discuss much experience. Look foot three teacher different scene hope.,No,Defective,60c0e456-647e-46b7-8832-5a048bd65b63,Not Confirmed,Offline,UPI,Yes,London,Delivered,4,10,No,2024-03-23,Customer Support,Excellent,Neutral,0.1906603851862858,80,4,Resolved,Rebecca Banks,bondcourtney@example.com
Adrienne Wood,qgonzalez@example.net,Other,45-54,Yes,Kitchen Appliances,Rice Cookers,incubate one-to-one markets,2,"Tend team safe system country full.
Who partner word middle. Or which then student company travel look.
Chance appear key year commercial. Alone play whose as.",Yes,Defective,1d667356-9f77-43b9-88f9-9ae2d6e3d797,Not Confirmed,Online,Card,No,London,Delivered,4,15,No,2024-07-03,Price,Poor,Positive,0.13373153732963394,194,2,Resolved,Karen Taylor,mcraig@example.com
Connor Hall,lewisjennifer@example.net,Male,25-34,Yes,Kitchen Appliances,Rice Cookers,syndicate robust synergies,1,Onto down marriage mission general organization according. Sister force speech myself. Some every run. Event blue true send woman spend truth.,No,Missing Parts,7b2aab1e-67e4-4b2b-81be-6f2183cf2ea0,Confirmed,Offline,Card,No,London,Pending,4,2,Yes,2024-11-16,Customer Support,Average,Positive,0.6894928168528556,176,5,Resolved,Jason Howell,thompsondawn@example.org
Steven Hoffman,wardjason@example.net,Other,55+,Yes,Household Items,Toasters,morph clicks-and-mortar e-services,5,One radio avoid point everything. Office recognize hold operation. Wonder be trip blue better everything.,No,Not as Described,d9874407-2d9c-4a0e-8a7b-54db9ac8cb30,Confirmed,Offline,UPI,No,Mumbai,Delivered,1,19,No,2024-05-22,Quality,Excellent,Negative,0.6131790479656745,138,3,Not Resolved,Matthew Hall,mcraig@example.com
Paul Chapman,alyssawalter@example.com,Female,18-24,Yes,Groceries,Furniture,disintermediate innovative e-services,5,"Kitchen history few debate phone stand.
Stop price him history must important collection. Care near run nation.",No,Missing Parts,33ba7b78-fc95-4974-9662-1c0937a5d9fa,Not Confirmed,Offline,UPI,No,Chicago,Pending,6,19,No,2024-02-17,Price,Poor,Neutral,-0.30167065741048527,119,1,Resolved,Rebecca Banks,carolgarcia@example.org
Melinda Clark,estradaalexis@example.net,Other,18-24,Yes,Household Items,Fruits,brand front-end synergies,3,"Him another special. Authority rich you include night.
Spring two deal I. Blue relationship believe discover clearly occur suggest. Teach condition matter when keep discover.",No,Missing Parts,0161acb1-2d3b-46a6-be53-f1491ef07cee,Not Confirmed,Offline,UPI,Yes,Mumbai,Delivered,4,22,Yes,2024-03-02,Price,Poor,Positive,0.16139415402755053,197,2,Resolved,Kathleen Friedman,amandabrady@example.org
Angel Ferguson,christopherharris@example.org,Male,45-54,No,Household Items,Oral Care,synthesize world-class deliverables,4,"Network full summer fact base store almost. And explain picture information room.
Share hair also send ask far. Blue fill miss finish south. Assume traditional financial southern.",Yes,Not as Described,ed6cbbba-fbe5-46df-962f-3ae95f556e7f,Confirmed,Online,UPI,No,Mumbai,Pending,2,10,No,2024-06-29,Service,Excellent,Positive,-0.37854013433735,135,3,Not Resolved,Regina Rodriguez,rachelstone@example.net
Ashley Thomas,butlerheather@example.net,Other,18-24,No,Groceries,Skincare,target turn-key networks,4,"Peace through production next next close material. Never PM someone. Modern eat southern son about than reach.
Account three paper bag girl better. Campaign strong ready certainly.",Yes,Defective,1bc98d92-936d-4f25-ae50-7ab7bd725b65,Not Confirmed,Online,Cash,Yes,London,Pending,5,11,No,2024-05-14,Usability,Poor,Neutral,0.6470440748897093,122,3,Not Resolved,Regina Rodriguez,dvalenzuela@example.net
Denise Jackson,aball@example.net,Female,18-24,Yes,Personal Care,Beverages,disintermediate innovative info-mediaries,2,"Listen morning a avoid.
Worker management hold right. Pull offer perhaps somebody people conference college. Occur quality write test end training.
Gun best team group field another.",No,Defective,83173a1b-705d-4b92-973c-33b2fd88fe5c,Confirmed,Offline,UPI,No,Chicago,Shipped,6,16,Yes,2024-05-01,Customer Support,Average,Negative,0.03922023080697956,193,4,Resolved,Karen Taylor,cwhite@example.com
Joshua Shah,natalie65@example.org,Other,25-34,Yes,Personal Care,Cleaning Supplies,generate distributed users,3,Enjoy talk shake another news writer type. Conference race modern action add skill fear important.,No,Other,d96c79ed-02ed-4887-8e9e-8366a9ae651f,Not Confirmed,Offline,Card,No,Los Angeles,Pending,4,12,Yes,2024-08-08,Quality,Poor,Positive,-0.8408463730241265,95,3,Not Resolved,Karen Taylor,dvalenzuela@example.net
Rachel Kane,brownrobert@example.org,Other,55+,Yes,Groceries,Blenders,target visionary niches,4,Head need hope often lay high. Dark political against home in. More player scene system call pressure.,Yes,Missing Parts,b5175aa1-60ad-4a92-a803-ad3178973d6b,Not Confirmed,Online,Card,No,New York,Shipped,6,19,Yes,2024-02-08,Service,Good,Positive,-0.1782464656074516,177,3,Resolved,Paul Brown,amandabrady@example.org
Ashley Smith,dturner@example.org,Other,25-34,Yes,Stationery,Hair Care,morph dot-com platforms,3,"Parent where beautiful west carry.
Government analysis prepare stock serious according. Should work audience service series throw. Performance Congress rock cup get might.",Yes,Not as Described,f3d63182-02dd-443b-b3c4-918523987e68,Confirmed,Online,Card,No,New York,Pending,7,17,No,2024-02-07,Price,Average,Neutral,0.7533585970704848,107,3,Resolved,Rebecca Banks,jeffreyleonard@example.com
Mariah Perez,eileenburns@example.com,Other,25-34,No,Personal Care,Oral Care,empower seamless portals,4,Middle low current until hot. Specific ever successful present past pretty. Very reach thousand as firm.,Yes,Missing Parts,cc6de0eb-cc68-4f44-a7e9-db0c533525f3,Confirmed,Offline,Card,Yes,Los Angeles,Shipped,4,15,No,2024-09-18,Usability,Average,Positive,-0.011361291795822126,148,2,Resolved,Karen Taylor,thomas01@example.org
Gary Miller,wacevedo@example.com,Other,55+,No,Groceries,Toasters,maximize mission-critical e-business,4,Try support wall body which fly. Stuff crime give kitchen find parent. Base career music economy beat whole minute. Once data understand audience.,Yes,Other,347cefdb-bf84-4648-9035-0247cc818724,Confirmed,Offline,UPI,Yes,Chicago,Shipped,2,13,No,2024-04-15,Service,Average,Positive,-0.5715796175096561,150,2,Not Resolved,Regina Rodriguez,jeffreyleonard@example.com
Allison Griffin,hector12@example.org,Female,45-54,No,Stationery,Oral Care,expedite robust niches,3,"Quickly collection consumer. Amount executive month authority animal great. Stage style trouble no. Piece interest sing.
Occur democratic health go me commercial. Difficult few later since.",Yes,Defective,74dfb303-822f-4fff-a97a-d8718c292741,Confirmed,Offline,Cash,Yes,London,Delivered,2,21,No,2024-01-13,Service,Good,Positive,-0.4089163865790708,141,4,Not Resolved,Rebecca Banks,rachelstone@example.net
Lisa Spencer,wallacechristina@example.org,Male,55+,No,Groceries,Skincare,reinvent bleeding-edge paradigms,2,Toward suddenly half else do kid economy. Car somebody perhaps skin direction fine some. Nation message eye involve.,Yes,Defective,26df3cca-21de-49f7-adf0-8909fb09fb70,Confirmed,Offline,UPI,Yes,London,Pending,2,2,No,2024-04-01,Quality,Good,Neutral,-0.7499191623202544,89,4,Not Resolved,Jason Howell,carolgarcia@example.org
Amy Mendoza,mason39@example.net,Female,45-54,Yes,Stationery,Furniture,enable mission-critical solutions,4,"Perform college upon set on per ago. Possible green store I particularly. Anything right air couple community.
Discussion fine current happy president. Least network store century fund.",Yes,Other,05f4c9cc-d66f-493d-9367-ee036da0204d,Confirmed,Offline,UPI,No,Chicago,Pending,5,7,Yes,2024-11-11,Service,Excellent,Negative,-0.28236083037038684,162,4,Resolved,Karen Taylor,bondcourtney@example.com
Alyssa Maldonado,stewartsheila@example.com,Female,25-34,No,Household Items,Pencils,incentivize efficient applications,2,"Soldier strategy only attention. Road couple respond. Walk security certain.
Such listen throughout fire film accept. Pull loss yes serious. Teach within note write across detail pressure.",No,Missing Parts,51981e12-a512-45fd-97de-6b367870163a,Not Confirmed,Online,Cash,No,Los Angeles,Pending,5,16,Yes,2024-04-30,Quality,Poor,Neutral,0.8240681486567536,130,2,Not Resolved,Rodney Hunt,jeffreyleonard@example.com
Joshua Barker,zhangfrancis@example.net,Other,55+,No,Kitchen Appliances,Oral Care,benchmark sticky experiences,5,Try defense reduce church citizen thank carry. Sit president build behind.,No,Defective,2b47a7b1-2bb6-4433-a7fe-96b47b3fbd94,Confirmed,Offline,UPI,No,Los Angeles,Shipped,7,13,Yes,2024-10-13,Price,Poor,Negative,0.025849610416670554,184,1,Resolved,Rodney Hunt,bondcourtney@example.com
Austin Coleman,scott44@example.org,Male,35-44,Yes,Groceries,Bedding,reinvent world-class action-items,5,Difference page hard and receive interest garden. Outside growth former take. Leg energy reflect argue everyone stop position. For foot own able.,Yes,Missing Parts,ff27f8f7-8d0f-442d-91bf-57c9e0f11837,Confirmed,Online,Cash,No,London,Pending,3,10,No,2024-03-19,Usability,Excellent,Neutral,-0.6318188267919727,196,2,Not Resolved,Paul Brown,thomas01@example.org
David Johnston,gjuarez@example.com,Female,18-24,No,Groceries,Pens,brand turn-key e-markets,3,"Investment teach character cost. Like work effect end necessary well.
Democratic radio a include rate. Dark chair specific body effort risk. Wife decade weight pass whom fund especially.",Yes,Defective,bdec184e-9641-49b7-b599-51de0f8ae805,Not Confirmed,Offline,UPI,Yes,Los Angeles,Delivered,4,24,No,2024-11-02,Service,Average,Negative,0.45333830056938007,163,1,Resolved,Matthew Hall,amandabrady@example.org
Aaron Erickson,jordannicole@example.org,Male,18-24,No,Personal Care,Pencils,exploit e-business eyeballs,3,"Would effect sort lot station. Turn character measure.
Every require sing recently run bring term begin. Thought maintain serve.",No,Missing Parts,20684a35-c708-4856-8610-56d165e6dfb9,Not Confirmed,Online,Card,Yes,Los Angeles,Shipped,4,8,Yes,2024-08-25,Usability,Average,Negative,0.3342986109989483,108,2,Resolved,Paul Brown,thompsondawn@example.org
Jessica Barajas,xwilliams@example.net,Male,25-34,Yes,Stationery,Blenders,drive killer e-markets,1,"Too represent place politics cell anything. My style movement chance position management. Listen ball those open pay population board.
Reach phone realize.",No,Missing Parts,94403224-98ef-4214-a911-b46ed28a9349,Not Confirmed,Offline,UPI,No,Mumbai,Pending,1,13,Yes,2024-04-08,Price,Poor,Negative,-0.9383034268661252,175,2,Not Resolved,Rodney Hunt,bondcourtney@example.com
Timothy Oneal,zcruz@example.net,Female,18-24,Yes,Stationery,Microwaves,enhance one-to-one infrastructures,2,"Minute war Mr beautiful themselves idea cost. Expect hundred once Congress but also new.
Adult much nature opportunity street personal alone probably.
Court available owner everything.",No,Missing Parts,696121dd-817e-40cd-999e-3f018f516cc7,Confirmed,Offline,UPI,No,Chicago,Delivered,6,16,No,2024-10-27,Service,Average,Positive,-0.8700816460350385,153,2,Resolved,Kathleen Friedman,rachelstone@example.net
Matthew Mccormick,williamsmichelle@example.net,Male,35-44,No,Personal Care,Vegetables,leverage dot-com web-readiness,4,"Ground view girl glass democratic off.
Father summer bed health father serve stand increase. Authority admit west be teacher alone some. State control industry single.",No,Not as Described,bbc90fd4-c022-4936-a349-6250711d1dac,Not Confirmed,Offline,UPI,No,Chicago,Pending,3,15,No,2024-06-09,Quality,Average,Positive,0.3890786611705037,166,3,Resolved,Regina Rodriguez,jeffreyleonard@example.com
John Williams,roberthaynes@example.net,Other,45-54,No,Kitchen Appliances,Skincare,aggregate ubiquitous metrics,5,Lose many best three that sport. Clear fill career scene house. Hold others book election.,Yes,Not as Described,9a1bfc44-e2cb-42a7-a1da-8b57fedf3351,Not Confirmed,Offline,UPI,Yes,Mumbai,Pending,2,23,No,2024-03-07,Quality,Poor,Negative,-0.7023321022973434,111,2,Resolved,Linda Barber,jeffreyleonard@example.com
Tina Rogers,hensonkimberly@example.net,Other,45-54,No,Stationery,Bedding,re-contextualize ubiquitous metrics,1,Free available finally buy say. Say matter seem half. Enter bring issue art get color. Together staff movement turn TV event.,Yes,Defective,3de830d9-c5f8-44a5-baa7-649a90ec6234,Not Confirmed,Online,Card,No,Chicago,Pending,5,23,No,2024-05-21,Customer Support,Excellent,Neutral,-0.9263899135319231,188,4,Not Resolved,Rebecca Banks,jeffreyleonard@example.com
Kimberly Moss,benjaminbarrett@example.org,Male,35-44,No,Household Items,Bedding,e-enable virtual action-items,4,"Mrs always father believe. Attorney become affect receive.
Serious grow peace security energy south. Herself floor generation modern firm be.",No,Not as Described,15466578-1ea2-481b-a77a-50d320b4c61a,Not Confirmed,Online,UPI,No,Chicago,Pending,2,24,No,2024-10-21,Delivery,Poor,Neutral,0.2407623779031267,113,3,Not Resolved,Kathleen Friedman,bondcourtney@example.com
Daniel White,brittany38@example.net,Male,18-24,No,Personal Care,Toasters,scale efficient portals,3,Blue green where party author find will. Rather price station anything clearly bar special. Add staff if read green parent.,Yes,Not as Described,3a8072e2-c434-44dc-923c-d8c7fa995a54,Confirmed,Online,UPI,Yes,London,Pending,3,19,Yes,2024-03-27,Quality,Average,Positive,-0.32842527055510184,196,4,Not Resolved,Matthew Hall,carolgarcia@example.org
Margaret Oliver,duncanrenee@example.com,Female,45-54,Yes,Groceries,Toasters,visualize plug-and-play channels,4,"Sell chair moment. Identify however town field skill. Enter upon language market wonder.
Notice wonder land. Unit yeah force last middle perhaps thousand. Per budget middle produce eye ago early.",Yes,Not as Described,7abab847-8bd2-4fce-bac6-013ab6550a7c,Not Confirmed,Offline,Card,Yes,Chicago,Delivered,1,5,Yes,2024-04-09,Delivery,Poor,Neutral,-0.47887274687874326,154,2,Not Resolved,Paul Brown,dvalenzuela@example.net
Connie David,harrellchristopher@example.net,Other,45-54,Yes,Groceries,Beverages,exploit distributed e-services,5,"Want alone success painting general yard. Item picture high goal.
Else upon establish. Control window think per side.",Yes,Defective,e066ce36-65b3-4b45-a2ba-4a0d5f405366,Confirmed,Offline,Cash,No,London,Delivered,7,18,No,2024-09-27,Service,Good,Negative,-0.46286355975307547,159,2,Resolved,Kathleen Friedman,dvalenzuela@example.net
